"lang"
{
	"Language"		"SChinese"
		"DOTA_Tooltip_ability_item_mjz_armlet_5_bonus_damage"				"+$damage"
		"DOTA_Tooltip_ability_item_mjz_armlet_5_bonus_armor"				"+$armor"
		"DOTA_Tooltip_ability_item_mjz_armlet_5_bonus_attack_speed"			"+攻击速度"
		"DOTA_Tooltip_ability_item_mjz_armlet_5_bonus_health_regen"			"+生命恢复"
		"DOTA_Tooltip_ability_item_mjz_armlet_5_Lore"						"能让你成为野兽的武器，持有者牺牲自己的生命能量来获得巨大力量。"
		//<<<<
		//>>>>	MJZ 强袭胸甲 LVL 2
		"DOTA_Tooltip_modifier_item_mjz_assault_buff"					"强袭胸甲 LVL"
		"DOTA_Tooltip_modifier_item_mjz_assault_buff_Description"		"护甲提升%dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%点。
攻击速度提升%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%。"
		"DOTA_Tooltip_modifier_item_mjz_assault_debuff"					"强袭胸甲 LVL"
		"DOTA_Tooltip_modifier_item_mjz_assault_debuff_Description"		"护甲被降低%dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%"
		"DOTA_Tooltip_Ability_item_mjz_assault_2"	                        "强袭胸甲 LVL 2"
		"DOTA_Tooltip_ability_item_mjz_assault_2_Description"				"<h1>被动：强袭光环</h1>附近友军单位和建筑提升 %aura_attack_speed% 攻击速度和 %aura_positive_armor% 点护甲，削弱附近敌军 %aura_negative_armor% 点护甲。范围：%aura_radius%"
		"DOTA_Tooltip_ability_item_mjz_assault_2_bonus_attack_speed"		"+$attack"
		"DOTA_Tooltip_ability_item_mjz_assault_2_bonus_armor"				"+$armor"
		"DOTA_Tooltip_ability_item_mjz_assault_2_Lore"						"在幽冥地带的深渊锻造，这件地狱盔甲提高整支军队的护甲和攻击速度。"
		//<<<<
		//>>>>	MJZ 强袭胸甲 LVL 3
		"DOTA_Tooltip_Ability_item_mjz_assault_3"	                        "强袭胸甲 LVL 3"
		"DOTA_Tooltip_ability_item_mjz_assault_3_Description"				"<h1>被动：强袭光环</h1>附近友军单位和建筑提升 %aura_attack_speed% 攻击速度和 %aura_positive_armor% 点护甲，削弱附近敌军 %aura_negative_armor% 点护甲。范围：%aura_radius%"
		"DOTA_Tooltip_ability_item_mjz_assault_3_bonus_attack_speed"		"+$attack"
		"DOTA_Tooltip_ability_item_mjz_assault_3_bonus_armor"				"+$armor"
		"DOTA_Tooltip_ability_item_mjz_assault_3_Lore"						"在幽冥地带的深渊锻造，这件地狱盔甲提高整支军队的护甲和攻击速度。"
		//<<<<
		//>>>>	MJZ 强袭胸甲 LVL 4
		"DOTA_Tooltip_Ability_item_mjz_assault_4"	                        "强袭胸甲 LVL 4"
		"DOTA_Tooltip_ability_item_mjz_assault_4_Description"				"<h1>被动：强袭光环</h1>附近友军单位和建筑提升 %aura_attack_speed% 攻击速度和 %aura_positive_armor% 点护甲，削弱附近敌军 %aura_negative_armor% 点护甲。范围：%aura_radius%"
		"DOTA_Tooltip_ability_item_mjz_assault_4_bonus_attack_speed"		"+$attack"
		"DOTA_Tooltip_ability_item_mjz_assault_4_bonus_armor"				"+$armor"
		"DOTA_Tooltip_ability_item_mjz_assault_4_Lore"						"在幽冥地带的深渊锻造，这件地狱盔甲提高整支军队的护甲和攻击速度。"
		//<<<<
		//>>>>	MJZ 强袭胸甲 LVL 5
		"DOTA_Tooltip_Ability_item_mjz_assault_5"	                        "强袭胸甲 LVL 5"
		"DOTA_Tooltip_ability_item_mjz_assault_5_Description"				"<h1>被动：强袭光环</h1>附近友军单位和建筑提升 %aura_attack_speed% 攻击速度和 %aura_positive_armor% 点护甲，削弱附近敌军 %aura_negative_armor% 点护甲。范围：%aura_radius%"
		"DOTA_Tooltip_ability_item_mjz_assault_5_bonus_attack_speed"		"+$attack"
		"DOTA_Tooltip_ability_item_mjz_assault_5_bonus_armor"				"+$armor"
		"DOTA_Tooltip_ability_item_mjz_assault_5_Lore"						"在幽冥地带的深渊锻造，这件地狱盔甲提高整支军队的护甲和攻击速度。"
		//<<<<
		//>>>>	MJZ 碎颅锤 LVL 2
		"DOTA_Tooltip_Ability_item_mjz_basher_2"	                        "碎颅锤 LVL 2"
		"DOTA_Tooltip_ability_item_mjz_basher_2_Description"				"<h1>被动：重击</h1>近战英雄的攻击有 %bash_chance_melee%%% 的概率击晕目标 %bash_duration% 秒并额外造成 %bonus_chance_damage% 点伤害。远程英雄的击晕概率为 %bash_chance_ranged%%%。"
		"DOTA_Tooltip_ability_item_mjz_basher_2_bonus_damage"				"+$damage"
		"DOTA_Tooltip_ability_item_mjz_basher_2_bonus_strength"				"+$str"
		"DOTA_Tooltip_ability_item_mjz_basher_2_Lore"						"用对了地方会让人闻风丧胆的武器，千万不要低估这把大槌粉碎对手防御的能力。"
		//<<<<
		//>>>>	MJZ 碎颅锤 LVL 3
		"DOTA_Tooltip_Ability_item_mjz_basher_3"	                        "碎颅锤 LVL 3"
		"DOTA_Tooltip_ability_item_mjz_basher_3_Description"				"<h1>被动：重击</h1>近战英雄的攻击有 %bash_chance_melee%%% 的概率击晕目标 %bash_duration% 秒并额外造成 %bonus_chance_damage% 点伤害。远程英雄的击晕概率为 %bash_chance_ranged%%%。"
		"DOTA_Tooltip_ability_item_mjz_basher_3_bonus_damage"				"+$damage"
		"DOTA_Tooltip_ability_item_mjz_basher_3_bonus_strength"				"+$str"
		"DOTA_Tooltip_ability_item_mjz_basher_3_Lore"						"用对了地方会让人闻风丧胆的武器，千万不要低估这把大槌粉碎对手防御的能力。"
		//<<<<
		//>>>>	MJZ 碎颅锤 LVL 4
		"DOTA_Tooltip_Ability_item_mjz_basher_4"	                        "碎颅锤 LVL 4"
		"DOTA_Tooltip_ability_item_mjz_basher_4_Description"				"<h1>被动：重击</h1>近战英雄的攻击有 %bash_chance_melee%%% 的概率击晕目标 %bash_duration% 秒并额外造成 %bonus_chance_damage% 点伤害。远程英雄的击晕概率为 %bash_chance_ranged%%%。"
		"DOTA_Tooltip_ability_item_mjz_basher_4_bonus_damage"				"+$damage"
		"DOTA_Tooltip_ability_item_mjz_basher_4_bonus_strength"				"+$str"
		"DOTA_Tooltip_ability_item_mjz_basher_4_Lore"						"用对了地方会让人闻风丧胆的武器，千万不要低估这把大槌粉碎对手防御的能力。"
		//<<<<
		//>>>>	MJZ 碎颅锤 LVL 5
		"DOTA_Tooltip_Ability_item_mjz_basher_5"	                        "碎颅锤 LVL 5"
		"DOTA_Tooltip_ability_item_mjz_basher_5_Description"				"<h1>被动：重击</h1>近战英雄的攻击有 %bash_chance_melee%%% 的概率击晕目标 %bash_duration% 秒并额外造成 %bonus_chance_damage% 点伤害。远程英雄的击晕概率为 %bash_chance_ranged%%%。"
		"DOTA_Tooltip_ability_item_mjz_basher_5_bonus_damage"				"+$damage"
		"DOTA_Tooltip_ability_item_mjz_basher_5_bonus_strength"				"+$str"
		"DOTA_Tooltip_ability_item_mjz_basher_5_Lore"						"用对了地方会让人闻风丧胆的武器，千万不要低估这把大槌粉碎对手防御的能力。"
		//<<<<

		//>>>>	MJZ 狂战斧 LVL 2
		"DOTA_Tooltip_Ability_item_mjz_battlefury_2"	                    	"狂战斧 LVL 2"
		"DOTA_Tooltip_ability_item_mjz_battlefury_2_Description"				"<h1>主动：砍伐/排眼</h1>砍伐一根指定树木，或者摧毁一个守卫。
 <h1>被动：压制</h1>对非英雄单位进行物理攻击会造成额外伤害，近战英雄为 %quelling_bonus% 点，远程英雄为 %quelling_bonus_ranged% 点。
 <h1>被动：分裂</h1>普通攻击时对目标周围最远 %cleave_distance% 距离的锥形区域内敌人造成 %cleave_damage_percent%%% 物理伤害。（仅近战有效）"
		"DOTA_Tooltip_ability_item_mjz_battlefury_2_bonus_damage"				"+$damage"
		"DOTA_Tooltip_ability_item_mjz_battlefury_2_bonus_health_regen"			"+生命恢复"
		"DOTA_Tooltip_ability_item_mjz_battlefury_2_bonus_mana_regen"			"+魔法恢复"
		"DOTA_Tooltip_ability_item_mjz_battlefury_2_Lore"						"持有这把强大斧头的人可以一次砍倒一片敌人。"
		//<<<<
		//>>>>	MJZ 狂战斧 LVL 3
		"DOTA_Tooltip_Ability_item_mjz_battlefury_3"	                        "狂战斧 LVL 3"
		"DOTA_Tooltip_ability_item_mjz_battlefury_3_Description"				"<h1>主动：砍伐/排眼</h1>砍伐一根指定树木，或者摧毁一个守卫。
 <h1>被动：压制</h1>对非英雄单位进行物理攻击会造成额外伤害，近战英雄为 %quelling_bonus% 点，远程英雄为 %quelling_bonus_ranged% 点。
 <h1>被动：分裂</h1>普通攻击时对目标周围最远 %cleave_distance% 距离的锥形区域内敌人造成 %cleave_damage_percent%%% 物理伤害。（仅近战有效）"
		"DOTA_Tooltip_ability_item_mjz_battlefury_3_bonus_damage"				"+$damage"
		"DOTA_Tooltip_ability_item_mjz_battlefury_3_bonus_health_regen"			"+生命恢复"
		"DOTA_Tooltip_ability_item_mjz_battlefury_3_bonus_mana_regen"			"+魔法恢复"
		"DOTA_Tooltip_ability_item_mjz_battlefury_3_Lore"						"持有这把强大斧头的人可以一次砍倒一片敌人。"
		//<<<<
		//>>>>	MJZ 狂战斧 LVL 4
		"DOTA_Tooltip_Ability_item_mjz_battlefury_4"	                        "狂战斧 LVL 4"
		"DOTA_Tooltip_ability_item_mjz_battlefury_4_Description"				"<h1>主动：砍伐/排眼</h1>砍伐一根指定树木，或者摧毁一个守卫。
 <h1>被动：压制</h1>对非英雄单位进行物理攻击会造成额外伤害，近战英雄为 %quelling_bonus% 点，远程英雄为 %quelling_bonus_ranged% 点。
 <h1>被动：分裂</h1>普通攻击时对目标周围最远 %cleave_distance% 距离的锥形区域内敌人造成 %cleave_damage_percent%%% 物理伤害。（仅近战有效）"
		"DOTA_Tooltip_ability_item_mjz_battlefury_4_bonus_damage"				"+$damage"
		"DOTA_Tooltip_ability_item_mjz_battlefury_4_bonus_health_regen"			"+生命恢复"
		"DOTA_Tooltip_ability_item_mjz_battlefury_4_bonus_mana_regen"			"+魔法恢复"
		"DOTA_Tooltip_ability_item_mjz_battlefury_4_Lore"						"持有这把强大斧头的人可以一次砍倒一片敌人。"
		//<<<<
		//>>>>	MJZ 狂战斧 LVL 5
		"DOTA_Tooltip_Ability_item_mjz_battlefury_5"	                        "狂战斧 LVL 5"
		"DOTA_Tooltip_ability_item_mjz_battlefury_5_Description"				"<h1>主动：砍伐/排眼</h1>砍伐一根指定树木，或者摧毁一个守卫。
 <h1>被动：压制</h1>对非英雄单位进行物理攻击会造成额外伤害，近战英雄为 %quelling_bonus% 点，远程英雄为 %quelling_bonus_ranged% 点。
 <h1>被动：分裂</h1>普通攻击时对目标周围最远 %cleave_distance% 距离的锥形区域内敌人造成 %cleave_damage_percent%%% 物理伤害。（仅近战有效）"
		"DOTA_Tooltip_ability_item_mjz_battlefury_5_bonus_damage"				"+$damage"
		"DOTA_Tooltip_ability_item_mjz_battlefury_5_bonus_health_regen"			"+生命恢复"
		"DOTA_Tooltip_ability_item_mjz_battlefury_5_bonus_mana_regen"			"+魔法恢复"
		"DOTA_Tooltip_ability_item_mjz_battlefury_5_Lore"						"持有这把强大斧头的人可以一次砍倒一片敌人。"
		//<<<<
		//>>>>	MJZ 波格达格的幸运股骨
		"DOTA_Tooltip_Ability_item_recipe_mjz_bogduggs_lucky_femur"			"卷轴：波格达格的幸运股骨"
		"DOTA_Tooltip_ability_item_mjz_bogduggs_lucky_femur"				"<font color='#4ae0bf'>波格达格的幸运股骨</font>"
		"DOTA_Tooltip_ability_item_mjz_bogduggs_lucky_femur_Description"	"<h1>被动：好运连连</h1>在施放一个技能后，有%refresh_pct%%%的几率马上刷新该技能。"
		"DOTA_Tooltip_ability_item_mjz_bogduggs_lucky_femur_Lore"			"再来一次！"
		"DOTA_Tooltip_ability_item_mjz_bogduggs_lucky_femur_bonus_intellect"	"+$int"
		"DOTA_Tooltip_ability_item_mjz_bogduggs_lucky_femur_bonus_mana"			"+$mana"
		"DOTA_Tooltip_ability_item_mjz_bogduggs_lucky_femur_bonus_mana_regen"	"+$mana_regen"
		"DOTA_Tooltip_ability_item_mjz_bogduggs_lucky_femur_2"						"<font color='#4ae0bf'>波格达格的幸运股骨 LVL 2</font>"
		"DOTA_Tooltip_ability_item_mjz_bogduggs_lucky_femur_2_Description"			"<h1>被动：好运连连</h1>在施放一个技能后，有%refresh_pct%%%的几率马上刷新该技能。"
		"DOTA_Tooltip_ability_item_mjz_bogduggs_lucky_femur_2_Lore"					"再来一次！"
		"DOTA_Tooltip_ability_item_mjz_bogduggs_lucky_femur_2_bonus_intellect"		"+$int"
		"DOTA_Tooltip_ability_item_mjz_bogduggs_lucky_femur_2_bonus_mana"			"+$mana"
		"DOTA_Tooltip_ability_item_mjz_bogduggs_lucky_femur_2_bonus_mana_regen"		"+$mana_regen"
		"DOTA_Tooltip_ability_item_mjz_bogduggs_lucky_femur_3"						"<font color='#4ae0bf'>波格达格的幸运股骨 LVL 3</font>"
		"DOTA_Tooltip_ability_item_mjz_bogduggs_lucky_femur_3_Description"			"<h1>被动：好运连连</h1>在施放一个技能后，有%refresh_pct%%%的几率马上刷新该技能。"
		"DOTA_Tooltip_ability_item_mjz_bogduggs_lucky_femur_3_Lore"					"再来一次！"
		"DOTA_Tooltip_ability_item_mjz_bogduggs_lucky_femur_3_bonus_intellect"		"+$int"
		"DOTA_Tooltip_ability_item_mjz_bogduggs_lucky_femur_3_bonus_mana"			"+$mana"
		"DOTA_Tooltip_ability_item_mjz_bogduggs_lucky_femur_3_bonus_mana_regen"		"+$mana_regen"
		"DOTA_Tooltip_ability_item_mjz_bogduggs_lucky_femur_4"						"<font color='#4ae0bf'>波格达格的幸运股骨 LVL 4</font>"
		"DOTA_Tooltip_ability_item_mjz_bogduggs_lucky_femur_4_Description"			"<h1>被动：好运连连</h1>在施放一个技能后，有%refresh_pct%%%的几率马上刷新该技能。"
		"DOTA_Tooltip_ability_item_mjz_bogduggs_lucky_femur_4_Lore"					"再来一次！"
		"DOTA_Tooltip_ability_item_mjz_bogduggs_lucky_femur_4_bonus_intellect"		"+$int"
		"DOTA_Tooltip_ability_item_mjz_bogduggs_lucky_femur_4_bonus_mana"			"+$mana"
		"DOTA_Tooltip_ability_item_mjz_bogduggs_lucky_femur_4_bonus_mana_regen"		"+$mana_regen"
		"DOTA_Tooltip_ability_item_mjz_bogduggs_lucky_femur_5"						"<font color='#4ae0bf'>波格达格的幸运股骨 LVL 5</font>"
		"DOTA_Tooltip_ability_item_mjz_bogduggs_lucky_femur_5_Description"			"<h1>被动：好运连连</h1>在施放一个技能后，有%refresh_pct%%%的几率马上刷新该技能。"
		"DOTA_Tooltip_ability_item_mjz_bogduggs_lucky_femur_5_Lore"					"再来一次！"
		"DOTA_Tooltip_ability_item_mjz_bogduggs_lucky_femur_5_bonus_intellect"		"+$int"
		"DOTA_Tooltip_ability_item_mjz_bogduggs_lucky_femur_5_bonus_mana"			"+$mana"
		"DOTA_Tooltip_ability_item_mjz_bogduggs_lucky_femur_5_bonus_mana_regen"		"+$mana_regen"
		//<<<<
		

		//>>>>	MJZ Boots CLOCK UP
		"DOTA_Tooltip_Ability_item_mjz_boots_clock_up"							"<font color='#4ae0bf'>Boots CLOCK UP</font>"
		"DOTA_Tooltip_Ability_item_mjz_boots_clock_up_Description"				"<h1>主动：Clock Up</h1>提升移动速度并使你可以穿越单位，转身也更快。近战英雄提升%phase_movement_speed%%%移动速度，远程英雄提升%phase_movement_speed_range%%%移动速度，状态持续%phase_duration%秒。"
		"DOTA_Tooltip_Ability_item_mjz_boots_clock_up_Lore"						""
		"DOTA_Tooltip_Ability_item_mjz_boots_clock_up_bonus_armor"				"+$armor"
		"DOTA_Tooltip_Ability_item_mjz_boots_clock_up_bonus_damage_melee"		"+攻击力（近战）"
		"DOTA_Tooltip_Ability_item_mjz_boots_clock_up_bonus_damage_range"		"+攻击力（远程）"
		"DOTA_Tooltip_Ability_item_mjz_boots_clock_up_bonus_movement_speed"		"%+移动速度"
		"DOTA_Tooltip_modifier_item_mjz_boots_clock_up_effect"					""
		"DOTA_Tooltip_modifier_item_mjz_boots_clock_up_effect_Description"		""
		"DOTA_Tooltip_Ability_item_recipe_mjz_boots_clock_up"					"<font color='#4ae0bf'>卷轴：Boots CLOCK UP</font>"
		//<<<<
		//>>>>	蓝色的蝴蝶
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_1"                              		"蓝色的蝴蝶 LVL 1"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_1_Description"						""
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_1_Lore"								"只有最强大最老练的战士才能携带蝴蝶，但它也提供无可比拟的战斗灵活力作为回报。"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_1_bonus_intellect"					"+$int"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_1_bonus_damage"						"+$damage"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_1_bonus_evasion"					    "%+$evasion"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_1_bonus_attack_speed"		    	    "+$attack"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_2"                              		"蓝色的蝴蝶 LVL 2"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_2_Description"						""
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_2_Lore"								"只有最强大最老练的战士才能携带蝴蝶，但它也提供无可比拟的战斗灵活力作为回报。"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_2_bonus_intellect"					"+$int"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_2_bonus_damage"						"+$damage"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_2_bonus_evasion"					    "%+$evasion"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_2_bonus_attack_speed"		    	    "+$attack"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_3"                              		"蓝色的蝴蝶 LVL 3"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_3_Description"						""
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_3_Lore"								"只有最强大最老练的战士才能携带蝴蝶，但它也提供无可比拟的战斗灵活力作为回报。"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_3_bonus_intellect"					"+$int"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_3_bonus_damage"						"+$damage"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_3_bonus_evasion"					    "%+$evasion"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_3_bonus_attack_speed"		    	    "+$attack"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_4"                              		"蓝色的蝴蝶 LVL 4"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_4_Description"						""
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_4_Lore"								"只有最强大最老练的战士才能携带蝴蝶，但它也提供无可比拟的战斗灵活力作为回报。"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_4_bonus_intellect"					"+$int"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_4_bonus_damage"						"+$damage"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_4_bonus_evasion"					    "%+$evasion"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_4_bonus_attack_speed"		    	    "+$attack"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_5"                              		"蓝色的蝴蝶 LVL 5"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_5_Description"						""
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_5_Lore"								"只有最强大最老练的战士才能携带蝴蝶，但它也提供无可比拟的战斗灵活力作为回报。"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_5_bonus_intellect"					"+$int"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_5_bonus_damage"						"+$damage"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_5_bonus_evasion"					    "%+$evasion"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_blue_5_bonus_attack_speed"		    	    "+$attack"
		//<<<<
		//>>>>	绿色的蝴蝶
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_1"                              		"绿色的蝴蝶 LVL 1"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_1_Description"						""
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_1_Lore"								"只有最强大最老练的战士才能携带蝴蝶，但它也提供无可比拟的战斗灵活力作为回报。"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_1_bonus_agility"					"+$agi"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_1_bonus_damage"						"+$damage"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_1_bonus_evasion"					    "%+$evasion"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_1_bonus_attack_speed"		    	"+$attack"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_2"                              		"绿色的蝴蝶 LVL 2"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_2_Description"						""
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_2_Lore"								"只有最强大最老练的战士才能携带蝴蝶，但它也提供无可比拟的战斗灵活力作为回报。"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_2_bonus_agility"					"+$agi"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_2_bonus_damage"						"+$damage"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_2_bonus_evasion"					    "%+$evasion"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_2_bonus_attack_speed"		    	"+$attack"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_3"                              		"绿色的蝴蝶 LVL 3"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_3_Description"						""
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_3_Lore"								"只有最强大最老练的战士才能携带蝴蝶，但它也提供无可比拟的战斗灵活力作为回报。"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_3_bonus_agility"					"+$agi"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_3_bonus_damage"						"+$damage"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_3_bonus_evasion"					    "%+$evasion"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_3_bonus_attack_speed"		   		"+$attack"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_4"                              		"绿色的蝴蝶 LVL 4"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_4_Description"						""
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_4_Lore"								"只有最强大最老练的战士才能携带蝴蝶，但它也提供无可比拟的战斗灵活力作为回报。"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_4_bonus_agility"					"+$agi"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_4_bonus_damage"						"+$damage"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_4_bonus_evasion"					    "%+$evasion"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_4_bonus_attack_speed"		    	"+$attack"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_5"                              		"绿色的蝴蝶 LVL 5"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_5_Description"						""
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_5_Lore"								"只有最强大最老练的战士才能携带蝴蝶，但它也提供无可比拟的战斗灵活力作为回报。"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_5_bonus_agility"					"+$agi"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_5_bonus_damage"						"+$damage"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_5_bonus_evasion"					    "%+$evasion"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_green_5_bonus_attack_speed"		    	"+$attack"
		//<<<<
		//>>>>	红色的蝴蝶
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_1"                              		"红色的蝴蝶 LVL 1"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_1_Description"							""
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_1_Lore"								"只有最强大最老练的战士才能携带蝴蝶，但它也提供无可比拟的战斗灵活力作为回报。"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_1_bonus_strength"						"+$str"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_1_bonus_damage"						"+$damage"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_1_bonus_evasion"					    "%+$evasion"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_1_bonus_attack_speed"		    	    "+$attack"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_2"                              		"红色的蝴蝶 LVL 2"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_2_Description"							""
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_2_Lore"								"只有最强大最老练的战士才能携带蝴蝶，但它也提供无可比拟的战斗灵活力作为回报。"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_2_bonus_strength"						"+$str"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_2_bonus_damage"						"+$damage"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_2_bonus_evasion"					    "%+$evasion"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_2_bonus_attack_speed"		    	    "+$attack"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_3"                              		"红色的蝴蝶 LVL 3"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_3_Description"							""
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_3_Lore"								"只有最强大最老练的战士才能携带蝴蝶，但它也提供无可比拟的战斗灵活力作为回报。"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_3_bonus_strength"						"+$str"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_3_bonus_damage"						"+$damage"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_3_bonus_evasion"					    "%+$evasion"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_3_bonus_attack_speed"		    	    "+$attack"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_4"                              		"红色的蝴蝶 LVL 4"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_4_Description"							""
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_4_Lore"								"只有最强大最老练的战士才能携带蝴蝶，但它也提供无可比拟的战斗灵活力作为回报。"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_4_bonus_strength"						"+$str"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_4_bonus_damage"						"+$damage"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_4_bonus_evasion"					    "%+$evasion"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_4_bonus_attack_speed"		    	    "+$attack"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_5"                              		"红色的蝴蝶 LVL 5"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_5_Description"							""
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_5_Lore"								"只有最强大最老练的战士才能携带蝴蝶，但它也提供无可比拟的战斗灵活力作为回报。"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_5_bonus_strength"						"+$str"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_5_bonus_damage"						"+$damage"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_5_bonus_evasion"					    "%+$evasion"
		"DOTA_Tooltip_Ability_item_mjz_butterfly_red_5_bonus_attack_speed"		    	    "+$attack"
		//<<<<

